subject,subject_type,predicate,object,object_type,subject_cui,object_cui,subject_def,object_def,degree_subject,degree_object,key
umls:multivitamin_liquid,,rdf:type,umls:pharmacologic_substance,,,,Multivitamin liquid is a dietary supplement in liquid form containing a blend of essential vitamins and minerals.,"A pharmacologic substance is a chemical compound used to diagnose, treat, or prevent disease.",,,umls:multivitamin_liquid_rdf:type_umls:pharmacologic_substance
umls:maxilube_gel_top,,rdf:type,umls:substance,,,,Maxilube_gel_top is a topical gel lubricant designed for personal or medical use.,A substance is a form of matter with uniform properties and composition.,,,umls:maxilube_gel_top_rdf:type_umls:substance
umls:cetaphil_cream,,rdf:type,umls:substance,,,,"Cetaphil Cream is a gentle, moisturizing skincare product designed to hydrate and soothe dry, sensitive skin.",A substance is a form of matter with uniform properties and composition.,,,umls:cetaphil_cream_rdf:type_umls:substance
umls:oxybenzone_3_padimate_o_7_stick,,rdf:type,umls:substance,,,,Oxybenzone 3 Padimate O 7 Stick is a sunscreen product combining oxybenzone and padimate O for broad-spectrum UV protection.,A substance is a form of matter with uniform properties and composition.,,,umls:oxybenzone_3_padimate_o_7_stick_rdf:type_umls:substance
umls:cetaphil_gentle_skin_cleanser,,rdf:type,umls:substance,,,,"CETAPHIL Gentle Skin Cleanser is a mild, non-irritating facial and body cleanser suitable for all skin types.",A substance is a form of matter with uniform properties and composition.,,,umls:cetaphil_gentle_skin_cleanser_rdf:type_umls:substance
umls:solbar_spf_50_paba_free_top_cream,,rdf:type,umls:substance,,,,"Solbar SPF 50 PABA Free Top Cream is a high-protection, PABA-free sunscreen cream.",A substance is a form of matter with uniform properties and composition.,,,umls:solbar_spf_50_paba_free_top_cream_rdf:type_umls:substance
umls:permethrin_0_5_top_aerosol,,rdf:type,umls:substance,,,,Permethrin 0.5% Top Aerosol is an insecticide spray used to kill and repel insects on surfaces and fabrics.,A substance is a form of matter with uniform properties and composition.,,,umls:permethrin_0_5_top_aerosol_rdf:type_umls:substance
umls:barrier_no_sting_film_wipe,,rdf:type,umls:substance,,,,Barrier No Sting Film Wipe is a topical antiseptic used to clean and protect skin before injections or minor procedures.,A substance is a form of matter with uniform properties and composition.,,,umls:barrier_no_sting_film_wipe_rdf:type_umls:substance
umls:oxybenzone_2_padimate_o_5_lotion,,rdf:type,umls:substance,,,,Oxybenzone 2% and Padimate O 5% lotion is a sunscreen formulation that protects skin from UV radiation.,A substance is a form of matter with uniform properties and composition.,,,umls:oxybenzone_2_padimate_o_5_lotion_rdf:type_umls:substance
umls:bandage_no_sting_top_spray,,rdf:type,umls:substance,,,,Bandage No Sting Top Spray is a topical antiseptic spray that provides pain-free wound protection and promotes healing.,A substance is a form of matter with uniform properties and composition.,,,umls:bandage_no_sting_top_spray_rdf:type_umls:substance
umls:oxybenzone_3_paba_5_padimate_0_5_sd_alcohol_40_58_lotion,,rdf:type,umls:substance,,,,"Oxybenzone 3%, PABA 5%, Padimate 0.5% SD Alcohol 40-58% lotion is a sunscreen formulation combining UV filters with alcohol for skin protection.",A substance is a form of matter with uniform properties and composition.,,,umls:oxybenzone_3_paba_5_padimate_0_5_sd_alcohol_40_58_lotion_rdf:type_umls:substance
umls:gordobalm_gel_top,,rdf:type,umls:substance,,,,Gordobalm Gel Top is a topical gel used to soothe and protect irritated or damaged skin.,A substance is a form of matter with uniform properties and composition.,,,umls:gordobalm_gel_top_rdf:type_umls:substance
umls:dermabase,,rdf:type,umls:substance,,,,Dermabase is an online platform providing dermatology education and resources for healthcare professionals.,A substance is a form of matter with uniform properties and composition.,,,umls:dermabase_rdf:type_umls:substance
umls:para_aminobenzoic_acid_lotion,,rdf:type,umls:substance,,,,Para-aminobenzoic acid lotion is a topical preparation used to protect the skin from ultraviolet (UV) radiation.,A substance is a form of matter with uniform properties and composition.,,,umls:para_aminobenzoic_acid_lotion_rdf:type_umls:substance
umls:multivitamin_prostate_formula,,rdf:type,umls:vitamin,,,,Multivitamin Prostate Formula is a dietary supplement designed to support prostate health and overall wellness.,A vitamin is an organic compound essential in small amounts for normal metabolism and health.,,,umls:multivitamin_prostate_formula_rdf:type_umls:vitamin
umls:daily_multiple_vitamin_w_iron_oral_tablet,,rdf:type,umls:vitamin,,,,A daily oral tablet containing multiple vitamins and iron for nutritional supplementation.,A vitamin is an organic compound essential in small amounts for normal metabolism and health.,,,umls:daily_multiple_vitamin_w_iron_oral_tablet_rdf:type_umls:vitamin
umls:lift,,rdf:type,umls:activity,,,,A lift is a mechanical device used to vertically transport people or goods between floors in a building.,An active process; excludes processes and mechanisms which fulfill biological functions.,,,umls:lift_rdf:type_umls:activity
umls:preparation,,rdf:type,umls:activity,,,,The act or process of making something ready.,An active process; excludes processes and mechanisms which fulfill biological functions.,,,umls:preparation_rdf:type_umls:activity
umls:human_age_group,,rdf:type,umls:age_group,,,,A human_age_group is a classification of people based on their age range.,An age_group is a category of people classified by a specific range of ages.,,,umls:human_age_group_rdf:type_umls:age_group
umls:chromatins,,rdf:type,umls:amino_acid_peptide_or_protein,,,,"The genetic material of the nucleus, consisting of deoxyribonucleoprotein, which occurs in two forms during the phase between mitotic divisions: 1) as heterochromatin, seen as condensed, readily stainable clumps; 2) as euchromatin, dispersed lightly staining or nonstaining material. During mitotic division the chromatin condenses into chromosomes.",Amino acids are organic molecules that serve as the building blocks of peptides and proteins.,,,umls:chromatins_rdf:type_umls:amino_acid_peptide_or_protein
umls:behavior_sex,,rdf:type,umls:behavior,,,,Behaviors involved with sexual arousal and/or intercourse.,Behavior is the way an organism acts or responds to stimuli.,,,umls:behavior_sex_rdf:type_umls:behavior
umls:duodenums,,rdf:type,umls:body_part_organ_or_organ_component,,,,The duodenum is the first section of the small intestine where initial digestion and nutrient absorption begin.,"A body part, organ, or organ component is a distinct anatomical structure within a living organism that performs specific biological functions.",,,umls:duodenums_rdf:type_umls:body_part_organ_or_organ_component
umls:cementum_dental,,rdf:type,umls:body_substance,,,,"Bone-like rigid connective tissue covering the root of a tooth from the cementoenamel junction to the apex and lining the apex of the root canal. It serves as an attachment for the periodontal ligament, thus assisting in tooth support.","A body substance is any material originating from the human body, such as blood, saliva, or tissue.",,,umls:cementum_dental_rdf:type_umls:body_substance
umls:the_cell,,rdf:type,umls:cell,,,,"The smallest units of living structure capable of independent existence, composed of a membrane-enclosed mass of protoplasm and containing a nucleus or nucleoid.",A cell is the basic structural and functional unit of all living organisms.,,,umls:the_cell_rdf:type_umls:cell
umls:myocytes_skeletal,,rdf:type,umls:cell,,,,Myocytes_skeletal are muscle cells specialized for voluntary movement in skeletal muscles.,A cell is the basic structural and functional unit of all living organisms.,,,umls:myocytes_skeletal_rdf:type_umls:cell
umls:intercellular_communication,,rdf:type,umls:cell_function,,,,Intercellular communication is the process by which cells exchange signals to coordinate their functions.,Cell function refers to the various biological activities and processes carried out by a cell to maintain life and support the organism.,,,umls:intercellular_communication_rdf:type_umls:cell_function
umls:flavor_enhancer,,rdf:type,umls:chemical_viewed_functionally,,,,"<p>A substance (player) added to a mixture (scoper) to make it taste a certain way. In food the use is obvious, in pharmaceuticals flavors can hide disgusting taste of the active ingredient (important in pediatric treatments).</p>",A chemical viewed functionally is a substance analyzed based on its role or effect in a specific chemical process or reaction.,,,umls:flavor_enhancer_rdf:type_umls:chemical_viewed_functionally
umls:activities_physical,,rdf:type,umls:daily_or_recreational_activity,,,,Activities_physical refers to bodily movements that enhance fitness and health.,A daily or recreational activity is a routine or leisure task performed regularly for enjoyment or well-being.,,,umls:activities_physical_rdf:type_umls:daily_or_recreational_activity
umls:diagnosis_for_biliary_tract,,rdf:type,umls:disease_or_syndrome,,,,Diagnosis_for_biliary_tract refers to the process of identifying diseases or conditions affecting the bile ducts and gallbladder.,A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:diagnosis_for_biliary_tract_rdf:type_umls:disease_or_syndrome
umls:physical_finding,,rdf:type,umls:finding,,,,A physical finding is an observable or measurable sign detected during a medical examination.,A finding is a conclusion or result derived from an investigation or analysis.,,,umls:physical_finding_rdf:type_umls:finding
umls:diets,,rdf:type,umls:food,,,,"The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.",Food is any substance consumed to provide nutritional support for the body.,,,umls:diets_rdf:type_umls:food
umls:gene,,rdf:type,umls:gene_or_genome,,,,A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.,A gene or genome is a unit of hereditary information encoded in DNA or RNA that determines biological traits.,,,umls:gene_rdf:type_umls:gene_or_genome
umls:analgesic,,rdf:type,umls:hazardous_or_poisonous_substance,,,,"Compounds that alleviate pain without loss of consciousness. Analgesics act by various mechanisms including binding with opioid receptors and decreasing inflammation. Choice of analgesic may be determined by the type of pain. These compounds include opioid, non-opioid and adjuvant analgesic agents.",A hazardous or poisonous substance is a material that can cause harm or injury to health or the environment.,,,umls:analgesic_rdf:type_umls:hazardous_or_poisonous_substance
umls:reported,,rdf:type,umls:health_care_activity,,,,The act of providing a short account.,"Health care activity refers to any action or service aimed at promoting, maintaining, or restoring health.",,,umls:reported_rdf:type_umls:health_care_activity
umls:predictions,,rdf:type,umls:idea_or_concept,,,,An extrapolation of given data into the future.,An idea or concept is a mental representation or abstract notion that forms the basis of thought and understanding.,,,umls:predictions_rdf:type_umls:idea_or_concept
umls:mutilation_self,,rdf:type,umls:injury_or_poisoning,,,,"Deliberate harm to one's body resulting in tissue damage, without a conscious intent to die. [PMID:7754789]",Injury_or_poisoning refers to physical harm or damage caused to the body or adverse effects resulting from exposure to toxic substances.,,,umls:mutilation_self_rdf:type_umls:injury_or_poisoning
umls:type_of_previous_colonic_surgery,,rdf:type,umls:intellectual_product,,,,A category describing the specific surgical procedures previously performed on the colon.,"An intellectual product is a creation of the mind, such as an idea, invention, or work of art, that holds intellectual property rights.",,,umls:type_of_previous_colonic_surgery_rdf:type_umls:intellectual_product
umls:costovertebral_synovial_joint,,rdf:type,umls:intellectual_product,,,,The costovertebral synovial joint is the articulation between a rib and the vertebrae that allows for rib movement during respiration.,"An intellectual product is a creation of the mind, such as an idea, invention, or work of art, that holds intellectual property rights.",,,umls:costovertebral_synovial_joint_rdf:type_umls:intellectual_product
umls:microbiology_procedure,,rdf:type,umls:laboratory_procedure,,,,A laboratory procedure to detect microorganisms in a sample.,A laboratory procedure is a standardized set of steps performed to conduct scientific experiments or tests.,,,umls:microbiology_procedure_rdf:type_umls:laboratory_procedure
umls:count_cell,,rdf:type,umls:laboratory_procedure,,,,A procedure to determine the number of cells in a sample.,A laboratory procedure is a standardized set of steps performed to conduct scientific experiments or tests.,,,umls:count_cell_rdf:type_umls:laboratory_procedure
umls:perfumes,,rdf:type,umls:manufactured_object,,,,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell, especially a fluid containing fragrant natural oils extracted from flowers, woods, etc., or similar synthetic oils. (Random House Unabridged Dictionary, 2d ed)",A manufactured object is a tangible item created or produced through human industrial or craft processes.,,,umls:perfumes_rdf:type_umls:manufactured_object
umls:adipogeneses,,rdf:type,umls:molecular_function,,,,The differentiation of pre-adipocytes into mature ADIPOCYTES.,A molecular function is the specific biochemical activity performed by a gene product at the molecular level.,,,umls:adipogeneses_rdf:type_umls:molecular_function
umls:residual_tumour,,rdf:type,umls:neoplastic_process,,,,Residual tumour is the remaining cancerous tissue left in the body after treatment or surgery.,A neoplastic process is the abnormal and uncontrolled growth of cells forming a tumor.,,,umls:residual_tumour_rdf:type_umls:neoplastic_process
umls:rnas,,rdf:type,umls:nucleic_acid_nucleoside_or_nucleotide,,,,Single-stranded long chain of nucleotides containing ribose. It is the end product of DNA transcription by the enzyme RNA polymerase. It is essential in protein synthesis.,"Nucleic acid nucleosides and nucleotides are the basic building blocks of DNA and RNA, consisting of a sugar, a nitrogenous base, and, in nucleotides, one or more phosphate groups.",,,umls:rnas_rdf:type_umls:nucleic_acid_nucleoside_or_nucleotide
umls:works,,rdf:type,umls:occupational_activity,,,,"""Works"" refers to creations or productions, such as art, literature, or projects, typically resulting from effort or skill.",Occupational activity refers to tasks and actions performed as part of one's job or profession.,,,umls:works_rdf:type_umls:occupational_activity
umls:sounds_heart,,rdf:type,umls:organ_or_tissue_function,,,,"""sounds_heart"" is a digital audio project or collection focused on heart-related sounds or themes.",An organ or tissue function is the specific biological activity performed by a particular organ or tissue within an organism.,,,umls:sounds_heart_rdf:type_umls:organ_or_tissue_function
umls:innate_immunity,,rdf:type,umls:organism_attribute,,,,"Innate immunity is the body's first line of defense, providing immediate, non-specific protection against pathogens.",An organism_attribute is a specific characteristic or trait of a living organism.,,,umls:innate_immunity_rdf:type_umls:organism_attribute
umls:pigmentations,,rdf:type,umls:organism_attribute,,,,"Pigmentation; the coloring of the skin, hair, mucous membranes, and retina of the eye.",An organism_attribute is a specific characteristic or trait of a living organism.,,,umls:pigmentations_rdf:type_umls:organism_attribute
umls:genotypes,,rdf:type,umls:organism_attribute,,,,"The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.",An organism_attribute is a specific characteristic or trait of a living organism.,,,umls:genotypes_rdf:type_umls:organism_attribute
umls:weight_body,,rdf:type,umls:organism_attribute,,,,"<p> Do you know if your current weight is healthy? ""Underweight"", ""normal"", ""overweight"", and ""<a href=""https://medlineplus.gov/obesity.html"">obese</a>"" are all labels for ranges of weight. Obese and overweight mean that your weight is greater than it should be for your health. Underweight means that it is lower than it should be for your health. Your healthy body weight depends on your sex and height. For children, it also depends on your age.</p> <p>A sudden, unexpected change in weight can be a sign of a medical problem. Causes for sudden weight loss can include:</p><ul> <li>Thyroid problems</li> <li>Cancer</li> <li>Infectious diseases</li> <li>Digestive diseases</li> <li>Certain medicines</li> </ul> <p>Sudden weight gain can be due to medicines, thyroid problems, heart failure, and kidney disease.</p> <p>Good nutrition and exercise can help in <a href=""https://medlineplus.gov/weightcontrol.html"">losing weight</a>. Eating extra calories within a well-balanced diet and treating any underlying medical problems can help to add weight.</p>",An organism_attribute is a specific characteristic or trait of a living organism.,,,umls:weight_body_rdf:type_umls:organism_attribute
umls:age_gestational,,rdf:type,umls:organism_attribute,,,,Age_gestational is the length of time measured in weeks since the first day of a woman's last menstrual period to the current date of pregnancy.,An organism_attribute is a specific characteristic or trait of a living organism.,,,umls:age_gestational_rdf:type_umls:organism_attribute
umls:upper_motor_neuron_dysfunction,,rdf:type,umls:pathologic_function,,,,"A functional anomaly of the upper motor neuron. The upper motor neurons are neurons of the primary motor cortex which project to the brainstem and spinal chord via the corticonuclear, corticobulbar and corticospinal (pyramidal) tracts. They are involved in control of voluntary movements. Dysfunction leads to weakness, impairment of fine motor movements, spasticity, hyperreflexia and abnormal pyramidal signs. [https://orcid.org/0000-0002-0736-9199]",Pathologic_function refers to an abnormal or impaired biological process associated with disease.,,,umls:upper_motor_neuron_dysfunction_rdf:type_umls:pathologic_function
umls:patient,,rdf:type,umls:patient_or_disabled_group,,,,<p>A Role of a LivingSubject (player) as an actual or potential recipient of health care services from a healthcare provider organization (scoper).</p><i>Usage Note:</i>Communication about relationships between patients and specific healthcare practitioners (people) is not done via scoper. Instead this is generally done using the CareProvision act. This allows linkage between patient and a particular healthcare practitioner role and also allows description of the type of care involved in the relationship.,"A patient or disabled group is an organization that supports, advocates for, and provides resources to individuals with specific health conditions or disabilities.",,,umls:patient_rdf:type_umls:patient_or_disabled_group
umls:solutions_dialysis,,rdf:type,umls:pharmacologic_substance,,,,Solutions_dialysis is a company specializing in providing dialysis products and services for kidney care.,"A pharmacologic substance is a chemical compound used to diagnose, treat, or prevent disease.",,,umls:solutions_dialysis_rdf:type_umls:pharmacologic_substance
umls:pressure_physical_agent,,rdf:type,umls:phenomenon_or_process,,,,The force applied to a unit area of surface.,A phenomenon or process is an observable event or series of actions occurring naturally or systematically.,,,umls:pressure_physical_agent_rdf:type_umls:phenomenon_or_process
umls:signal_release,,rdf:type,umls:physiologic_function,,,,The process in which a signal is secreted or discharged into the extracellular medium from a cellular source. [GOC:mtg_signal],Physiologic function refers to the normal biological processes and activities that sustain life in an organism.,,,umls:signal_release_rdf:type_umls:physiologic_function
umls:type_attribute,,rdf:type,umls:qualitative_concept,,,,Something distinguishable as an identifiable class based on common qualities.,A qualitative concept is an idea or category characterized by non-numerical attributes or qualities.,,,umls:type_attribute_rdf:type_umls:qualitative_concept
umls:size_of_extrinsic_impression_of_biliary_system_stenosis,,rdf:type,umls:quantitative_concept,,,,The size of extrinsic impression of biliary system stenosis refers to the measured extent of external pressure causing narrowing of the bile ducts.,A quantitative concept is an idea or measure that can be expressed numerically and analyzed mathematically.,,,umls:size_of_extrinsic_impression_of_biliary_system_stenosis_rdf:type_umls:quantitative_concept
umls:dosages,,rdf:type,umls:quantitative_concept,,,,"A quantity of an agent (such as substance or energy) administered, taken, or absorbed at one time.",A quantitative concept is an idea or measure that can be expressed numerically and analyzed mathematically.,,,umls:dosages_rdf:type_umls:quantitative_concept
umls:diet_and_nutrition,,rdf:type,umls:research_activity,,,,Diet and nutrition refer to the intake and utilization of food and nutrients essential for health and well-being.,Research activity is the systematic investigation conducted to establish facts or reach new conclusions.,,,umls:diet_and_nutrition_rdf:type_umls:research_activity
umls:ataxia,,rdf:type,umls:sign_or_symptom,,,,"Lack of coordination of muscle movements resulting in the impairment or inability to perform voluntary activities. Causes include peripheral nerve disorders, posterior column injuries, cerebral and cerebellar disorders, basal ganglia disorders, and thalamic disorders.",A sign or symptom is an indication of a medical condition observed by others or experienced by the patient.,,,umls:ataxia_rdf:type_umls:sign_or_symptom
umls:fevers,,rdf:type,umls:sign_or_symptom,,,,Fevers are elevated body temperatures typically caused by infection or illness.,A sign or symptom is an indication of a medical condition observed by others or experienced by the patient.,,,umls:fevers_rdf:type_umls:sign_or_symptom
umls:prophases,,rdf:type,umls:temporal_concept,,,,The cell cycle phase which is the first stage of M phase of meiosis and mitosis and during which chromosomes condense and the two daughter centrioles and their asters migrate toward the poles of the cell. [GOC:mtg_cell_cycle],A temporal concept is an idea or notion related to time or the passage of time.,,,umls:prophases_rdf:type_umls:temporal_concept
umls:times,,rdf:type,umls:temporal_concept,,,,The continuum of experience in which events pass from the future through the present to the past.,A temporal concept is an idea or notion related to time or the passage of time.,,,umls:times_rdf:type_umls:temporal_concept
umls:esophageal_anastomosis_treatment,,rdf:type,umls:therapeutic_or_preventive_procedure,,,,Esophageal anastomosis is a surgical procedure that connects two sections of the esophagus to restore continuity after resection or injury.,A therapeutic or preventive procedure is a medical intervention performed to treat or prevent disease.,,,umls:esophageal_anastomosis_treatment_rdf:type_umls:therapeutic_or_preventive_procedure
umls:surgical_procedures_operative,,rdf:type,umls:therapeutic_or_preventive_procedure,,,,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.",A therapeutic or preventive procedure is a medical intervention performed to treat or prevent disease.,,,umls:surgical_procedures_operative_rdf:type_umls:therapeutic_or_preventive_procedure
umls:evidence_of_previous_colonic_surgery,,rdf:type,umls:acquired_abnormality,,,,Evidence of previous colonic surgery refers to medical signs or imaging findings indicating that a patient has undergone surgical procedures on the colon.,"An acquired abnormality is a physical or functional change in the body that develops after birth due to injury, disease, or environmental factors.",,,umls:evidence_of_previous_colonic_surgery_rdf:type_umls:acquired_abnormality
umls:evidence_of_previous_esophageal_surgery,,rdf:type,umls:acquired_abnormality,,,,Evidence of previous esophageal surgery refers to medical signs or imaging findings indicating that surgical procedures have been performed on the esophagus.,"An acquired abnormality is a physical or functional change in the body that develops after birth due to injury, disease, or environmental factors.",,,umls:evidence_of_previous_esophageal_surgery_rdf:type_umls:acquired_abnormality
umls:gastrostomy_site,,rdf:type,umls:acquired_abnormality,,,,A gastrostomy site is the location on the abdomen where a feeding tube is inserted directly into the stomach.,"An acquired abnormality is a physical or functional change in the body that develops after birth due to injury, disease, or environmental factors.",,,umls:gastrostomy_site_rdf:type_umls:acquired_abnormality
umls:evidence_of_previous_surgery_of_the_biliary_system,,rdf:type,umls:acquired_abnormality,,,,Evidence of previous surgery of the biliary system refers to medical signs indicating that surgical procedures have been performed on the bile ducts or gallbladder.,"An acquired abnormality is a physical or functional change in the body that develops after birth due to injury, disease, or environmental factors.",,,umls:evidence_of_previous_surgery_of_the_biliary_system_rdf:type_umls:acquired_abnormality
umls:evidence_of_previous_duodenal_surgery,,rdf:type,umls:acquired_abnormality,,,,Evidence of previous duodenal surgery refers to medical signs or imaging findings indicating that surgical intervention has been performed on the duodenum.,"An acquired abnormality is a physical or functional change in the body that develops after birth due to injury, disease, or environmental factors.",,,umls:evidence_of_previous_duodenal_surgery_rdf:type_umls:acquired_abnormality
umls:polyps_colonic,,rdf:type,umls:anatomical_abnormality,,,,Colonic polyps are growths on the inner lining of the colon that can be benign or precancerous.,An anatomical abnormality is a structural deviation or irregularity in the body's organs or tissues.,,,umls:polyps_colonic_rdf:type_umls:anatomical_abnormality
umls:colonic_fistula,,rdf:type,umls:anatomical_abnormality,,,,A colonic fistula is an abnormal connection between the colon and another organ or the skin.,An anatomical abnormality is a structural deviation or irregularity in the body's organs or tissues.,,,umls:colonic_fistula_rdf:type_umls:anatomical_abnormality
umls:biliary_strictures,,rdf:type,umls:anatomical_abnormality,,,,Biliary strictures are narrowings of the bile ducts that can obstruct bile flow.,An anatomical abnormality is a structural deviation or irregularity in the body's organs or tissues.,,,umls:biliary_strictures_rdf:type_umls:anatomical_abnormality
umls:fistula_biliary,,rdf:type,umls:anatomical_abnormality,,,,A biliary fistula is an abnormal connection between the bile ducts and other organs or tissues.,An anatomical abnormality is a structural deviation or irregularity in the body's organs or tissues.,,,umls:fistula_biliary_rdf:type_umls:anatomical_abnormality
umls:diverticulum_stomach,,rdf:type,umls:anatomical_abnormality,,,,A stomach diverticulum is a rare pouch or sac protruding from the stomach wall.,An anatomical abnormality is a structural deviation or irregularity in the body's organs or tissues.,,,umls:diverticulum_stomach_rdf:type_umls:anatomical_abnormality
umls:cytology,,rdf:type,umls:biomedical_occupation_or_discipline,,,,"The light microscopic study of normal and abnormal cells in fine needle aspirates (FNAs), body cavity fluids, and smears.",A biomedical occupation or discipline is a professional field focused on applying biological and medical sciences to healthcare and research.,,,umls:cytology_rdf:type_umls:biomedical_occupation_or_discipline
umls:gastric_areas_set,,rdf:type,umls:body_location_or_region,,,,A gastric_areas_set is a collection of distinct regions within the stomach used for anatomical or medical analysis.,A body_location_or_region is a specific area or part of the human body.,,,umls:gastric_areas_set_rdf:type_umls:body_location_or_region
umls:normal_biliary_system,,rdf:type,umls:body_part_organ_or_organ_component,,,,The normal biliary system is a network of ducts that transport bile from the liver and gallbladder to the small intestine.,"A body part, organ, or organ component is a distinct anatomical structure within a living organism that performs specific biological functions.",,,umls:normal_biliary_system_rdf:type_umls:body_part_organ_or_organ_component
umls:cystic_duct_junction,,rdf:type,umls:body_space_or_junction,,,,The cystic duct junction is the point where the cystic duct connects to the common hepatic duct to form the common bile duct.,A body_space_or_junction is a biological structure where two or more cells or tissues connect or interact.,,,umls:cystic_duct_junction_rdf:type_umls:body_space_or_junction
umls:exudate_in_the_colonic_lumen,,rdf:type,umls:body_substance,,,,"Exudate in the colonic lumen is a fluid containing cells and proteins that leaks into the colon's interior, often due to inflammation or infection.","A body substance is any material originating from the human body, such as blood, saliva, or tissue.",,,umls:exudate_in_the_colonic_lumen_rdf:type_umls:body_substance
umls:biliary_calculus,,rdf:type,umls:body_substance,,,,"Solid crystalline precipitates in the BILIARY TRACT, usually formed in the GALLBLADDER, resulting in the condition of CHOLELITHIASIS. Gallstones, derived from the BILE, consist mainly of calcium, cholesterol, or bilirubin.","A body substance is any material originating from the human body, such as blood, saliva, or tissue.",,,umls:biliary_calculus_rdf:type_umls:body_substance
umls:upper_limit_of_esophageal_varices,,rdf:type,umls:clinical_attribute,,,,The upper limit of esophageal varices refers to the highest point in the esophagus where dilated veins (varices) are observed.,A clinical attribute is a specific characteristic or feature related to a patient's health or medical condition.,,,umls:upper_limit_of_esophageal_varices_rdf:type_umls:clinical_attribute
umls:ectopic_gastric_mucosa,,rdf:type,umls:congenital_abnormality,,,,"Ectopic gastric mucosa is gastric tissue located outside the stomach, often found in the esophagus or intestines.",A congenital abnormality is a physical or functional defect present from birth.,,,umls:ectopic_gastric_mucosa_rdf:type_umls:congenital_abnormality
umls:aspiration_fluid,,rdf:type,umls:diagnostic_procedure,,,,Aspiration fluid is a sample of liquid removed from the body using a needle for diagnostic or therapeutic purposes.,A diagnostic procedure is a medical test or examination performed to identify the nature or cause of a health condition.,,,umls:aspiration_fluid_rdf:type_umls:diagnostic_procedure
umls:gastrointestinal_endoscopy,,rdf:type,umls:diagnostic_procedure,,,,Any endoscopic procedure that visualizes a part of the gastrointestinal tract.,A diagnostic procedure is a medical test or examination performed to identify the nature or cause of a health condition.,,,umls:gastrointestinal_endoscopy_rdf:type_umls:diagnostic_procedure
umls:cholangioscopyy,,rdf:type,umls:diagnostic_procedure,,,,Cholangioscopy is a medical procedure that uses a specialized endoscope to directly visualize the bile ducts.,A diagnostic procedure is a medical test or examination performed to identify the nature or cause of a health condition.,,,umls:cholangioscopyy_rdf:type_umls:diagnostic_procedure
umls:fluoroscopies,,rdf:type,umls:diagnostic_procedure,,,,Fluoroscopies are medical imaging procedures that use continuous X-ray beams to create real-time moving images of the inside of the body.,A diagnostic procedure is a medical test or examination performed to identify the nature or cause of a health condition.,,,umls:fluoroscopies_rdf:type_umls:diagnostic_procedure
umls:oesophagogastroduodenoscopy,,rdf:type,umls:diagnostic_procedure,,,,"An endoscopic procedure that visualizes the upper part of the gastrointestinal tract up to the duodenum. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C78144"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C78144"" NCI Thesaurus)",A diagnostic procedure is a medical test or examination performed to identify the nature or cause of a health condition.,,,umls:oesophagogastroduodenoscopy_rdf:type_umls:diagnostic_procedure
umls:colonic_stenosis,,rdf:type,umls:disease_or_syndrome,,,,Colonic stenosis is the abnormal narrowing of the colon that can obstruct the passage of stool.,A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:colonic_stenosis_rdf:type_umls:disease_or_syndrome
umls:terminal_esophageal_web,,rdf:type,umls:disease_or_syndrome,,,,A terminal esophageal web is a thin membrane of tissue that partially obstructs the lower end of the esophagus.,A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:terminal_esophageal_web_rdf:type_umls:disease_or_syndrome
umls:dieulafoy_s_vascular_malformation,,rdf:type,umls:disease_or_syndrome,,,,"Dieulafoy's vascular malformation is a rare, abnormal, large-caliber artery in the stomach wall that can cause severe gastrointestinal bleeding.",A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:dieulafoy_s_vascular_malformation_rdf:type_umls:disease_or_syndrome
umls:dilation_of_the_biliary_system,,rdf:type,umls:disease_or_syndrome,,,,"Dilation of the biliary system is the abnormal widening of the bile ducts, often due to obstruction or inflammation.",A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:dilation_of_the_biliary_system_rdf:type_umls:disease_or_syndrome
umls:oesophagitis,,rdf:type,umls:disease_or_syndrome,,,,"Oesophagitis is inflammation of the esophagus, often causing pain and difficulty swallowing.",A disease or syndrome is a medical condition characterized by specific signs and symptoms affecting the body or mind.,,,umls:oesophagitis_rdf:type_umls:disease_or_syndrome
